mirna_name,P-value,FDR,Bonferroni,A,B,observed_ratio,C,D,expected_ratio,foldchange_enrichment
hsa-miR-154-5p,0.6949886507883198,1.0,1.0,16,1352,0.011834319526627219,345,26380,0.013078089461713419,0.9048966640939885
hsa-miR-155-3p,0.9779222227323329,1.0,1.0,2,1352,0.0014792899408284023,109,26380,0.004131918119787718,0.35801530861516745
hsa-miR-155-5p,0.8988762005783395,1.0,1.0,208,1352,0.15384615384615385,4379,26380,0.16599696739954511,0.92680099074253
hsa-miR-15a-3p,0.8459778227485779,1.0,1.0,70,1352,0.051775147928994084,1522,26380,0.05769522365428355,0.8973905403198843
hsa-miR-15a-5p,0.9997328699607083,1.0,1.0,520,1352,0.38461538461538464,11329,26380,0.42945413191811976,0.8955913007462131
hsa-miR-15b-3p,0.9999997470423636,1.0,1.0,211,1352,0.15606508875739644,5488,26380,0.2080363912054587,0.7501816766436075
hsa-miR-15b-5p,0.9999836585226082,1.0,1.0,428,1352,0.3165680473372781,9728,26380,0.36876421531463227,0.8584565263936469
hsa-miR-16-1-3p,0.9990084113064661,1.0,1.0,62,1352,0.04585798816568047,1709,26380,0.06478392721758908,0.707860578005062
hsa-miR-16-2-3p,0.9978727468646211,1.0,1.0,28,1352,0.020710059171597635,873,26380,0.03309325246398787,0.6258091190684371
hsa-miR-16-5p,0.9999998371986047,1.0,1.0,416,1352,0.3076923076923077,9811,26380,0.3719105382865807,0.8273288224363549
hsa-miR-17-3p,0.9999998112689039,1.0,1.0,96,1352,0.07100591715976332,2916,26380,0.11053828658074298,0.6423649158691894
hsa-miR-17-5p,0.9999066268106821,1.0,1.0,451,1352,0.33357988165680474,10048,26380,0.3808946171341926,0.8757799838879885
hsa-miR-181a-2-3p,0.9999996908521245,1.0,1.0,47,1352,0.03476331360946745,1696,26380,0.06429112964366945,0.5407171067321647
hsa-miR-181a-3p,0.9916917190592076,1.0,1.0,33,1352,0.02440828402366864,929,26380,0.035216072782410915,0.693100680887383
hsa-miR-181a-5p,0.9999772251283823,1.0,1.0,296,1352,0.21893491124260356,7001,26380,0.2653904473085671,0.8249540006541755
hsa-miR-181b-2-3p,0.9509730351437485,1.0,1.0,2,1352,0.0014792899408284023,91,26380,0.0034495830174374525,0.4288315235060797
hsa-miR-181b-3p,0.999052077718964,1.0,1.0,26,1352,0.019230769230769232,857,26380,0.032486732373009856,0.5919576339646352
hsa-miR-181b-5p,0.9999898207354999,1.0,1.0,306,1352,0.22633136094674555,7267,26380,0.2754738438210766,0.8216074448569075
hsa-miR-181c-3p,0.9776750870940522,1.0,1.0,18,1352,0.013313609467455622,529,26380,0.020053070507960576,0.6639187481124372
hsa-miR-181c-5p,0.9999893025107719,1.0,1.0,90,1352,0.06656804733727811,2587,26380,0.09806671721000758,0.6788036678613826
hsa-miR-181d-5p,0.9999201061665067,1.0,1.0,221,1352,0.16346153846153846,5338,26380,0.2023502653525398,0.8078147966682998
hsa-miR-182-3p,1.0,1.0,1.0,33,1352,0.02440828402366864,2040,26380,0.07733131159969674,0.3156326139923425
hsa-miR-182-5p,0.999999999987323,1.0,1.0,303,1352,0.22411242603550297,7988,26380,0.3028051554207733,0.7401209062113882
hsa-miR-1827,0.7357093251173623,1.0,1.0,5,1352,0.0036982248520710057,119,26380,0.004510993176648976,0.8198249714086818
hsa-miR-183-3p,0.9999995498326963,1.0,1.0,60,1352,0.04437869822485207,2010,26380,0.07619408642911296,0.5824428155082575
hsa-miR-183-5p,0.9999999999976436,1.0,1.0,254,1352,0.1878698224852071,7009,26380,0.2656937073540561,0.7070917273733432
hsa-miR-184,0.47923393575501916,1.0,1.0,20,1352,0.014792899408284023,379,26380,0.014366944655041698,1.029648249051537
hsa-miR-1843,0.9553557409932746,1.0,1.0,77,1352,0.05695266272189349,1786,26380,0.06770280515542078,0.8412157013457727
hsa-miR-185-3p,0.9960593704755251,1.0,1.0,30,1352,0.022189349112426034,894,26380,0.03388931008339651,0.6547595409237124
hsa-miR-185-5p,0.9999996073890026,1.0,1.0,156,1352,0.11538461538461539,4254,26380,0.16125852918877936,0.7155256591081698
hsa-miR-186-3p,0.9516067182553176,1.0,1.0,6,1352,0.004437869822485207,203,26380,0.0076952236542835485,0.5767044626461072
hsa-miR-186-5p,0.999999989103798,1.0,1.0,101,1352,0.07470414201183433,3158,26380,0.11971190295678544,0.6240326998961968
hsa-miR-187-3p,0.998651052947109,1.0,1.0,15,1352,0.011094674556213017,561,26380,0.021266110689916604,0.5217067999873429
hsa-miR-187-5p,0.5118713384249557,1.0,1.0,5,1352,0.0036982248520710057,92,26380,0.0034874905231235785,1.0604257782351427
hsa-miR-188-3p,1.0,1.0,1.0,0,1352,0.0,6,26380,0.0002274450341167551,0.0
hsa-miR-188-5p,0.9938607756714992,1.0,1.0,24,1352,0.01775147928994083,730,26380,0.027672479150871874,0.6414849639296425
hsa-miR-18a-3p,0.999809920953638,1.0,1.0,28,1352,0.020710059171597635,970,26380,0.03677028051554208,0.5632282071615934
hsa-miR-18a-5p,0.9998681725389917,1.0,1.0,428,1352,0.3165680473372781,9556,26380,0.3622441243366187,0.8739080251943696
hsa-miR-18b-3p,0.4241653327633777,1.0,1.0,2,1352,0.0014792899408284023,28,26380,0.0010614101592115238,1.3937024513947591
hsa-miR-18b-5p,0.9486146633863156,1.0,1.0,363,1352,0.26849112426035504,7587,26380,0.28760424564063686,0.9335436744415666
hsa-miR-1908-5p,0.8330268162221978,1.0,1.0,1,1352,0.0007396449704142012,34,26380,0.001288855193328279,0.5738774799860773
hsa-miR-1909-3p,1.0,1.0,1.0,0,1352,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-1909-5p,1.0,1.0,1.0,0,1352,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-190a-3p,0.5213280106078308,1.0,1.0,1,1352,0.0007396449704142012,14,26380,0.0005307050796057619,1.3937024513947591
hsa-miR-190a-5p,0.9874942656928648,1.0,1.0,14,1352,0.010355029585798817,455,26380,0.017247915087187263,0.6003641329085116
hsa-miR-190b-3p,1.0,1.0,1.0,0,1352,0.0,3,26380,0.00011372251705837755,0.0
hsa-miR-190b-5p,0.8452184913131862,1.0,1.0,11,1352,0.008136094674556213,277,26380,0.01050037907505686,0.7748381859739816
hsa-miR-191-3p,0.9469038182889832,1.0,1.0,13,1352,0.009615384615384616,372,26380,0.014101592115238818,0.6818651778329198
hsa-miR-191-5p,0.9999983925661013,1.0,1.0,311,1352,0.23002958579881658,7498,26380,0.28423047763457165,0.8093065448616673
hsa-miR-1910-3p,1.0,1.0,1.0,0,1352,0.0,2,26380,7.581501137225171e-05,0.0
hsa-miR-1910-5p,0.9999999999954753,1.0,1.0,21,1352,0.015532544378698224,1293,26380,0.04901440485216073,0.3168975411524046
hsa-miR-1911-5p,0.9261000067127537,1.0,1.0,12,1352,0.008875739644970414,334,26380,0.012661106899166035,0.7010239875279027
hsa-miR-1912-3p,0.9895577897498657,1.0,1.0,11,1352,0.008136094674556213,385,26380,0.014594389689158454,0.5574809805579036
hsa-miR-1912-5p,0.9169520177301753,1.0,1.0,6,1352,0.004437869822485207,185,26380,0.007012888551933283,0.6328162482008636
hsa-miR-1914-3p,0.6330532636194859,1.0,1.0,3,1352,0.0022189349112426036,63,26380,0.0023881728582259287,0.929134967596506
hsa-miR-1914-5p,0.4241653327633777,1.0,1.0,2,1352,0.0014792899408284023,28,26380,0.0010614101592115238,1.3937024513947591
hsa-miR-1915-5p,0.05125094768764216,1.0,1.0,1,1352,0.0007396449704142012,1,26380,3.7907505686125855e-05,19.511834319526624
hsa-miR-192-3p,0.8665460849613196,1.0,1.0,18,1352,0.013313609467455622,440,26380,0.016679302501895376,0.7982114039806347
hsa-miR-192-5p,0.9999398472091217,1.0,1.0,72,1352,0.05325443786982249,2084,26380,0.07899924184988628,0.6741132778339334
hsa-miR-193a-3p,0.9999984689655759,1.0,1.0,128,1352,0.09467455621301775,3554,26380,0.13472327520849128,0.7027334814010715
hsa-miR-193a-5p,0.9837192767537513,1.0,1.0,28,1352,0.020710059171597635,779,26380,0.02952994692949204,0.7013239550022408
hsa-miR-193b-3p,0.999999998019531,1.0,1.0,150,1352,0.11094674556213018,4376,26380,0.16588324488248674,0.6688243025431887
hsa-miR-193b-5p,0.9999379162656183,1.0,1.0,37,1352,0.027366863905325445,1241,26380,0.04704321455648219,0.5817388153283523
hsa-miR-194-3p,0.982464807133821,1.0,1.0,9,1352,0.006656804733727811,315,26380,0.011940864291129644,0.5574809805579036
hsa-miR-194-5p,0.999993111449943,1.0,1.0,210,1352,0.15532544378698224,5269,26380,0.19973464746019712,0.7776589878725738
hsa-miR-195-3p,0.9914864122266795,1.0,1.0,27,1352,0.019970414201183433,787,26380,0.029833206974981045,0.6694021939354752
hsa-miR-195-5p,0.9999999440054838,1.0,1.0,255,1352,0.1886094674556213,6522,26380,0.2472327520849128,0.7628822066052269
hsa-miR-196a-1-3p,1.0,1.0,1.0,0,1352,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-196a-3p,0.9929811903565084,1.0,1.0,4,1352,0.0029585798816568047,201,26380,0.0076194086429112965,0.38829521033883835
hsa-miR-196a-5p,0.9999999999986191,1.0,1.0,375,1352,0.27736686390532544,9613,26380,0.3644048521607278,0.7611503037368652
hsa-miR-196b-3p,0.5691610888091593,1.0,1.0,1,1352,0.0007396449704142012,16,26380,0.0006065200909780137,1.219489644970414
hsa-miR-196b-5p,0.9999999999986692,1.0,1.0,158,1352,0.11686390532544379,4873,26380,0.18472327520849127,0.6326430992171572
hsa-miR-197-3p,0.9999841865989874,1.0,1.0,69,1352,0.05103550295857988,2077,26380,0.07873388931008339,0.6482024882269318
hsa-miR-197-5p,0.999997789639535,1.0,1.0,26,1352,0.019230769230769232,1072,26380,0.04063684609552692,0.47323478760045923
hsa-miR-1972,0.1841414722750538,1.0,1.0,3,1352,0.0022189349112426036,29,26380,0.0010993176648976498,2.018465619261375
hsa-miR-1973,0.0844763035856163,1.0,1.0,7,1352,0.005177514792899409,74,26380,0.002805155420773313,1.845714057252519
hsa-miR-199a-3p,0.9082735551391689,1.0,1.0,82,1352,0.060650887573964495,1824,26380,0.06914329037149355,0.8771767621717014
hsa-miR-199a-5p,0.998688456627647,1.0,1.0,24,1352,0.01775147928994083,794,26380,0.030098559514783928,0.5897783673408552
hsa-miR-199b-3p,0.7893451907598269,1.0,1.0,54,1352,0.03994082840236687,1160,26380,0.04397270659590599,0.9083095286676188
hsa-miR-199b-5p,0.9527413509667623,1.0,1.0,13,1352,0.009615384615384616,377,26380,0.014291129643669447,0.672821873087125
hsa-miR-19a-3p,0.9872555551422687,1.0,1.0,440,1352,0.3254437869822485,9318,26380,0.3532221379833207,0.9213572763030389
hsa-miR-19a-5p,0.9968995652581888,1.0,1.0,15,1352,0.011094674556213017,532,26380,0.020166793025018954,0.5501457044979312
hsa-miR-19b-1-5p,0.999988776825131,1.0,1.0,46,1352,0.034023668639053255,1534,26380,0.058150113722517056,0.585100638004058
hsa-miR-19b-3p,0.9979920137371396,1.0,1.0,429,1352,0.3173076923076923,9315,26380,0.3531084154662623,0.8986126594822247
hsa-miR-200a-3p,0.9998710054704779,1.0,1.0,60,1352,0.04437869822485207,1766,26380,0.06694465504169826,0.6629162282964878
hsa-miR-200a-5p,0.9999999995856607,1.0,1.0,59,1352,0.04363905325443787,2240,26380,0.08491281273692192,0.5139277789518174
hsa-miR-200b-3p,0.23654432035890782,1.0,1.0,158,1352,0.11686390532544379,2917,26380,0.11057619408642912,1.0568631547772394
hsa-miR-200b-5p,0.9074921216489805,1.0,1.0,13,1352,0.009615384615384616,347,26380,0.01315390447308567,0.730990911106185
hsa-miR-200c-3p,0.14791539312655944,1.0,1.0,160,1352,0.11834319526627218,2884,26380,0.10932524639878696,1.0824873408891331
hsa-miR-200c-5p,0.8925961095225002,1.0,1.0,6,1352,0.004437869822485207,176,26380,0.00667172100075815,0.6651761699838623
hsa-miR-202-3p,0.9970911276579005,1.0,1.0,4,1352,0.0029585798816568047,223,26380,0.008453373768006065,0.3499880595430785
hsa-miR-202-5p,0.668089162012635,1.0,1.0,6,1352,0.004437869822485207,131,26380,0.004965883244882487,0.8936718008943494
hsa-miR-203a-3p,0.9999942992784636,1.0,1.0,141,1352,0.10428994082840237,3775,26380,0.1431008339651251,0.7287863944511932
hsa-miR-203a-5p,1.0,1.0,1.0,0,1352,0.0,15,26380,0.0005686125852918878,0.0
hsa-miR-203b-3p,0.9939809167354479,1.0,1.0,1,1352,0.0007396449704142012,97,26380,0.0036770280515542077,0.20115293112914048
hsa-miR-203b-5p,0.9999999999999999,1.0,1.0,32,1352,0.023668639053254437,1909,26380,0.07236542835481426,0.3270710834074657
hsa-miR-204-3p,1.0,1.0,1.0,0,1352,0.0,48,26380,0.0018195602729340408,0.0
hsa-miR-204-5p,0.9907485990771207,1.0,1.0,48,1352,0.03550295857988166,1266,26380,0.04799090219863533,0.7397851874702038
hsa-miR-205-5p,0.9999669529343306,1.0,1.0,112,1352,0.08284023668639054,3029,26380,0.11482183472327522,0.7214676275295419
hsa-miR-206,0.007579383795582502,1.0,1.0,80,1352,0.05917159763313609,1187,26380,0.04499620924943139,1.3150351689655688
hsa-miR-208a-3p,0.0416522338754235,1.0,1.0,6,1352,0.004437869822485207,50,26380,0.0018953752843062926,2.3414201183431955
hsa-miR-208a-5p,1.0,1.0,1.0,0,1352,0.0,10,26380,0.0003790750568612585,0.0
hsa-miR-208b-3p,1.0,1.0,1.0,0,1352,0.0,24,26380,0.0009097801364670204,0.0
hsa-miR-20a-3p,0.9873346949690464,1.0,1.0,47,1352,0.03476331360946745,1225,26380,0.04643669446550417,0.7486173167491849
hsa-miR-20a-5p,0.9956199879609713,1.0,1.0,410,1352,0.3032544378698225,8849,26380,0.33544351781652765,0.9040402385586979
hsa-miR-20b-3p,0.9992643331518359,1.0,1.0,17,1352,0.01257396449704142,635,26380,0.024071266110689916,0.5223640683967758
hsa-miR-20b-5p,0.9999996160169574,1.0,1.0,448,1352,0.33136094674556216,10403,26380,0.39435178165276724,0.8402674012446342
hsa-miR-21-3p,0.1765618750938518,1.0,1.0,104,1352,0.07692307692307693,1854,26380,0.07028051554207733,1.0945149780101238
hsa-miR-21-5p,0.9991885428293679,1.0,1.0,365,1352,0.26997041420118345,8118,26380,0.3077331311599697,0.8772874509272258
hsa-miR-210-3p,0.9999650775896123,1.0,1.0,332,1352,0.2455621301775148,7713,26380,0.2923805913570887,0.8398715148558071
hsa-miR-210-5p,0.3691671669176997,1.0,1.0,2,1352,0.0014792899408284023,25,26380,0.0009476876421531463,1.5609467455621302
hsa-miR-211-5p,0.19242437214839112,1.0,1.0,7,1352,0.005177514792899409,92,26380,0.0034874905231235785,1.4845960895292
hsa-miR-2110,0.999865897106598,1.0,1.0,78,1352,0.057692307692307696,2182,26380,0.08271417740712661,0.697489952760347
hsa-miR-2113,0.5278191223746646,1.0,1.0,3,1352,0.0022189349112426036,54,26380,0.002047005307050796,1.0839907955292571
hsa-miR-2114-3p,0.3435737575655885,1.0,1.0,1,1352,0.0007396449704142012,8,26380,0.00030326004548900684,2.438979289940828
hsa-miR-2114-5p,0.7208132975182061,1.0,1.0,3,1352,0.0022189349112426036,72,26380,0.0027293404094010615,0.8129930966469429
hsa-miR-2115-5p,0.922772200111699,1.0,1.0,41,1352,0.030325443786982247,975,26380,0.036959818043972706,0.8204976483082992
hsa-miR-2116-3p,0.8567030986666393,1.0,1.0,3,1352,0.0022189349112426036,92,26380,0.0034874905231235785,0.6362554669410857
hsa-miR-212-3p,0.8516195288502235,1.0,1.0,70,1352,0.051775147928994084,1526,26380,0.05784685367702805,0.8950382715379187
hsa-miR-212-5p,0.6520599495710913,1.0,1.0,13,1352,0.009615384615384616,274,26380,0.010386656557998484,0.925743964065132
hsa-miR-214-3p,0.9999256708247478,1.0,1.0,104,1352,0.07692307692307693,2804,26380,0.1062926459438969,0.723691429825524
hsa-miR-214-5p,0.8737426051846058,1.0,1.0,7,1352,0.005177514792899409,194,26380,0.007354056103108415,0.7040352589519918
hsa-miR-215-5p,0.9100891244720196,1.0,1.0,11,1352,0.008136094674556213,302,26380,0.011448066717210008,0.710695952035738
hsa-miR-216a-3p,0.9068944059875921,1.0,1.0,3,1352,0.0022189349112426036,104,26380,0.003942380591357089,0.5628413746017297
hsa-miR-216a-5p,0.9143851884815171,1.0,1.0,4,1352,0.0029585798816568047,133,26380,0.005041698256254739,0.5868220847977933
hsa-miR-216b-3p,1.0,1.0,1.0,0,1352,0.0,34,26380,0.001288855193328279,0.0
hsa-miR-216b-5p,0.9971268687193725,1.0,1.0,1,1352,0.0007396449704142012,111,26380,0.00420773313115997,0.17578229116690652
hsa-miR-217-3p,0.9986115716750146,1.0,1.0,4,1352,0.0029585798816568047,241,26380,0.00913570887035633,0.3238478725232635
hsa-miR-217-5p,0.9376882946847781,1.0,1.0,7,1352,0.005177514792899409,220,26380,0.008339651250947688,0.6208310919849381
hsa-miR-218-1-3p,0.9567281600728409,1.0,1.0,20,1352,0.014792899408284023,545,26380,0.020659590598938588,0.716030617230335
hsa-miR-218-2-3p,0.8869612763969882,1.0,1.0,8,1352,0.005917159763313609,222,26380,0.00841546626231994,0.7031291646676261
hsa-miR-218-5p,0.9995458024683274,1.0,1.0,163,1352,0.1205621301775148,3979,26380,0.15083396512509478,0.7993035923807087
hsa-miR-219a-1-3p,0.9995282022828341,1.0,1.0,42,1352,0.03106508875739645,1278,26380,0.04844579226686884,0.6412339917215323
hsa-miR-219a-2-3p,0.43699702646156324,1.0,1.0,24,1352,0.01775147928994083,447,26380,0.016944655041698255,1.0476152654779398
hsa-miR-219a-5p,0.8215976059127172,1.0,1.0,21,1352,0.015532544378698224,487,26380,0.018460955269143292,0.8413727324641871
hsa-miR-22-3p,0.9999999999795447,1.0,1.0,128,1352,0.09467455621301775,4058,26380,0.1538286580742987,0.6154546064315939
hsa-miR-22-5p,0.9890496168485519,1.0,1.0,67,1352,0.04955621301775148,1677,26380,0.06357088703563306,0.7795425756757806
hsa-miR-221-3p,0.9999998849020678,1.0,1.0,269,1352,0.1989644970414201,6779,26380,0.25697498104624716,0.7742562962018974
hsa-miR-221-5p,0.9999859206992198,1.0,1.0,108,1352,0.07988165680473373,2985,26380,0.11315390447308567,0.7059558145758379
hsa-miR-222-3p,0.9999984966007088,1.0,1.0,148,1352,0.10946745562130178,4004,26380,0.15178165276724792,0.7212166531693159
hsa-miR-222-5p,0.9795489871774867,1.0,1.0,32,1352,0.023668639053254437,859,26380,0.03256254738438211,0.7268669362338208
hsa-miR-223-3p,0.9958062000616897,1.0,1.0,36,1352,0.026627218934911243,1033,26380,0.039158453373768005,0.6799864816098341
hsa-miR-223-5p,0.9432100129511591,1.0,1.0,4,1352,0.0029585798816568047,145,26380,0.005496588324488249,0.5382574984697001
hsa-miR-224-3p,0.9991550858329732,1.0,1.0,2,1352,0.0014792899408284023,179,26380,0.006785443517816528,0.2180093220058841
hsa-miR-224-5p,0.9489175324056709,1.0,1.0,41,1352,0.030325443786982247,1004,26380,0.03805913570887036,0.7967980150404299
hsa-miR-2276-3p,0.6704937171639574,1.0,1.0,5,1352,0.0036982248520710057,110,26380,0.004169825625473844,0.886901559978483
hsa-miR-2276-5p,0.3235669392847175,1.0,1.0,6,1352,0.004437869822485207,91,26380,0.0034495830174374525,1.2864945705182391
hsa-miR-2277-3p,0.9831720296598653,1.0,1.0,8,1352,0.005917159763313609,290,26380,0.010993176648976498,0.5382574984697001
hsa-miR-2278,0.9983009633276034,1.0,1.0,33,1352,0.02440828402366864,1004,26380,0.03805913570887036,0.641325231617907
hsa-miR-2355-3p,0.999143228686007,1.0,1.0,7,1352,0.005177514792899409,349,26380,0.013229719484457923,0.3913548430850613
hsa-miR-2355-5p,0.9465123523437502,1.0,1.0,2,1352,0.0014792899408284023,89,26380,0.003373768006065201,0.43846818695565454
hsa-miR-2392,1.0,1.0,1.0,0,1352,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-23a-3p,0.9999990102267879,1.0,1.0,317,1352,0.23446745562130178,7655,26380,0.2901819560272934,0.8080014995806585
hsa-miR-23a-5p,0.9872460430174106,1.0,1.0,10,1352,0.0073964497041420114,352,26380,0.0133434420015163,0.5543134749865519
hsa-miR-23b-3p,0.9999999947604077,1.0,1.0,241,1352,0.17825443786982248,6350,26380,0.24071266110689918,0.7405278851977821
hsa-miR-23b-5p,0.9988144677692866,1.0,1.0,16,1352,0.011834319526627219,592,26380,0.022441243366186504,0.5273468735007196
hsa-miR-23c,0.9999547307258007,1.0,1.0,25,1352,0.01849112426035503,944,26380,0.0357846853677028,0.5167329004111926
hsa-miR-24-1-5p,0.7087211698896531,1.0,1.0,17,1352,0.01257396449704142,369,26380,0.01398786959818044,0.8989191962925547
hsa-miR-24-2-5p,0.9999915674073879,1.0,1.0,13,1352,0.009615384615384616,659,26380,0.024981046247156937,0.38490720205439477
hsa-miR-24-3p,0.9999999999718446,1.0,1.0,215,1352,0.15902366863905326,6036,26380,0.22880970432145564,0.6950040388830724
hsa-miR-2467-5p,0.9774344078948762,1.0,1.0,10,1352,0.0073964497041420114,332,26380,0.012585291887793783,0.58770585299779
hsa-miR-25-3p,0.9979938463901992,1.0,1.0,342,1352,0.2529585798816568,7563,26380,0.2866944655041698,0.8823280890226242
hsa-miR-25-5p,0.9999998868412074,1.0,1.0,54,1352,0.03994082840236687,1912,26380,0.07247915087187264,0.5510664504468817
hsa-miR-2681-5p,0.9747874710368979,1.0,1.0,10,1352,0.0073964497041420114,328,26380,0.012433661865049279,0.5948729975465435
hsa-miR-2682-3p,0.46158059298752113,1.0,1.0,6,1352,0.004437869822485207,106,26380,0.004018195602729341,1.104443452048677
hsa-miR-2682-5p,0.8633875707999573,1.0,1.0,54,1352,0.03994082840236687,1203,26380,0.045602729340409404,0.8758429370361079
hsa-miR-26a-1-3p,0.5294912852198107,1.0,1.0,4,1352,0.0029585798816568047,74,26380,0.002805155420773313,1.0546937470014393
hsa-miR-26a-2-3p,0.9999988080150105,1.0,1.0,11,1352,0.008136094674556213,649,26380,0.02460197119029568,0.33070905626316316
hsa-miR-26a-5p,0.9950023019796514,1.0,1.0,444,1352,0.32840236686390534,9513,26380,0.36061410159211527,0.9106753324786947
hsa-miR-26b-3p,0.9999999995755544,1.0,1.0,24,1352,0.01775147928994083,1267,26380,0.048028809704321454,0.3696006500936378
hsa-miR-26b-5p,0.9522753754487652,1.0,1.0,450,1352,0.3328402366863905,9326,26380,0.3535253980288097,0.9414888959668648
hsa-miR-27a-3p,0.9503788726737817,1.0,1.0,462,1352,0.34171597633136097,9557,26380,0.3622820318423048,0.9432319196004292
hsa-miR-27a-5p,0.98680125986918,1.0,1.0,131,1352,0.09689349112426035,3032,26380,0.11493555724033358,0.843024503910946
hsa-miR-27b-3p,0.9999999999915147,1.0,1.0,247,1352,0.18269230769230768,6797,26380,0.25765731614859744,0.7090515046230802
hsa-miR-27b-5p,0.9825257041537244,1.0,1.0,50,1352,0.03698224852071006,1272,26380,0.04821834723275208,0.766974619478248
hsa-miR-28-3p,0.999977973525302,1.0,1.0,45,1352,0.03328402366863906,1482,26380,0.056178923426838515,0.5924646048439259
hsa-miR-28-5p,0.9999999999996474,1.0,1.0,144,1352,0.10650887573964497,4597,26380,0.17426080363912055,0.6112038594761441
hsa-miR-296-3p,0.9996902836032799,1.0,1.0,44,1352,0.03254437869822485,1345,26380,0.05098559514783927,0.6383053606387893
hsa-miR-296-5p,0.6112797895793595,1.0,1.0,4,1352,0.0029585798816568047,82,26380,0.0031084154662623198,0.9517967960744697
hsa-miR-297,0.4914123944025067,1.0,1.0,21,1352,0.015532544378698224,401,26380,0.015200909780136468,1.0218167598754593
hsa-miR-298,0.8960787594366506,1.0,1.0,1,1352,0.0007396449704142012,43,26380,0.0016300227445034117,0.4537635888262006
hsa-miR-299-3p,0.8247310511307915,1.0,1.0,13,1352,0.009615384615384616,315,26380,0.011940864291129644,0.8052503052503053
hsa-miR-299-5p,0.9440669766509409,1.0,1.0,12,1352,0.008875739644970414,346,26380,0.013115996967399545,0.6767110168621951
hsa-miR-29a-3p,0.999999398696393,1.0,1.0,274,1352,0.20266272189349113,6785,26380,0.2572024260803639,0.7879502731835366
hsa-miR-29a-5p,0.9933529221519272,1.0,1.0,36,1352,0.026627218934911243,1010,26380,0.03828658074298711,0.6954713222801571
hsa-miR-29b-1-5p,0.9998095302059508,1.0,1.0,14,1352,0.010355029585798817,597,26380,0.022630780894617133,0.45756395389174676
hsa-miR-29b-2-5p,0.9999482229211303,1.0,1.0,71,1352,0.05251479289940828,2068,26380,0.07839272175890827,0.6698937314731095
hsa-miR-29b-3p,0.999994573714151,1.0,1.0,312,1352,0.23076923076923078,7436,26380,0.28188021228203186,0.8186783630570613
hsa-miR-29c-3p,0.9999970848037445,1.0,1.0,283,1352,0.20931952662721892,6873,26380,0.26053828658074296,0.8034117725048794
hsa-miR-29c-5p,0.9070254137638392,1.0,1.0,21,1352,0.015532544378698224,527,26380,0.019977255496588325,0.777511424497266
hsa-miR-300,0.047096281526256216,1.0,1.0,4,1352,0.0029585798816568047,27,26380,0.001023502653525398,2.8906421214113522
hsa-miR-301a-3p,0.9973879201116919,1.0,1.0,212,1352,0.15680473372781065,4871,26380,0.18464746019711903,0.8492114300430393
hsa-miR-301a-5p,0.9744268755435519,1.0,1.0,9,1352,0.006656804733727811,302,26380,0.011448066717210008,0.5814785062110585
hsa-miR-301b-3p,0.9999999913223268,1.0,1.0,153,1352,0.11316568047337278,4376,26380,0.16588324488248674,0.6822007885940525
hsa-miR-302a-3p,0.9999528775676283,1.0,1.0,83,1352,0.0613905325443787,2351,26380,0.08912054586808188,0.6888482554320332
hsa-miR-302a-5p,0.36559326393790875,1.0,1.0,3,1352,0.0022189349112426036,42,26380,0.001592115238817286,1.3937024513947591
hsa-miR-302b-3p,0.9935573154506127,1.0,1.0,83,1352,0.0613905325443787,2063,26380,0.07820318423047763,0.7850132082019923
hsa-miR-302b-5p,0.6858592592217498,1.0,1.0,1,1352,0.0007396449704142012,22,26380,0.0008339651250947687,0.8869015599784831
hsa-miR-302c-3p,0.9999995950794822,1.0,1.0,61,1352,0.045118343195266274,2039,26380,0.07729340409401061,0.583728245949546
hsa-miR-302d-3p,0.97158825130794,1.0,1.0,52,1352,0.038461538461538464,1284,26380,0.04867323730098559,0.7901988976755333
hsa-miR-302d-5p,0.71726021786414,1.0,1.0,1,1352,0.0007396449704142012,24,26380,0.0009097801364670204,0.8129930966469429
hsa-miR-302e,0.9973929999355683,1.0,1.0,48,1352,0.03550295857988166,1336,26380,0.05064442759666414,0.7010239875279027
hsa-miR-302f,0.5885691589015769,1.0,1.0,7,1352,0.005177514792899409,141,26380,0.005344958301743745,0.9686726257921022
hsa-miR-3059-3p,0.7019727079482159,1.0,1.0,1,1352,0.0007396449704142012,23,26380,0.0008718726307808946,0.8483406225881142
hsa-miR-3059-5p,0.6368295405621203,1.0,1.0,9,1352,0.006656804733727811,189,26380,0.007164518574677786,0.929134967596506
hsa-miR-3064-3p,1.0,1.0,1.0,0,1352,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-3064-5p,0.20872774418140103,1.0,1.0,4,1352,0.0029585798816568047,46,26380,0.0017437452615617893,1.6966812451762283
hsa-miR-3065-3p,0.7845983564788296,1.0,1.0,16,1352,0.011834319526627219,368,26380,0.013949962092494314,0.8483406225881142
hsa-miR-3065-5p,0.9960625995971962,1.0,1.0,48,1352,0.03550295857988166,1314,26380,0.049810462471569374,0.7127610710329362
hsa-miR-3074-3p,1.0,1.0,1.0,0,1352,0.0,14,26380,0.0005307050796057619,0.0
